datetime,open,high,low,close,volume
13-04-2021 14:45,14495,14504.8,14465.8,14477.2,0
13-04-2021 15:00,14476.8,14514.5,14463.1,14508.2,0
13-04-2021 15:15,14509.2,14528.9,14503.6,14525,0
15-04-2021 09:15,14522.4,14566.8,14482.8,14553.8,0
15-04-2021 09:30,14554.2,14559.3,14441.7,14472.7,0
15-04-2021 09:45,14472.6,14479,14432.3,14466.7,0
15-04-2021 10:00,14466.5,14499.3,14445.6,14457.1,0
15-04-2021 10:15,14453.8,14457.3,14396.6,14396.8,0
15-04-2021 10:30,14397,14417.5,14379.8,14410.5,0
15-04-2021 10:45,14411.2,14436.4,14409.2,14414.2,0
15-04-2021 11:00,14414.2,14414.6,14359.3,14367.3,0
15-04-2021 11:15,14367.2,14387,14361,14374.5,0
15-04-2021 11:30,14374,14415.6,14353.2,14413.2,0
15-04-2021 11:45,14412.9,14460.5,14403.8,14415.7,0
15-04-2021 12:00,14415.4,14449.9,14405,14429.8,0
15-04-2021 12:15,14429.9,14451.5,14410.5,14421,0
15-04-2021 12:30,14420.8,14441.8,14408.8,14439.4,0
15-04-2021 12:45,14438.5,14452.7,14425.3,14442.2,0
15-04-2021 13:00,14441.2,14460.7,14417.5,14427.4,0
15-04-2021 13:15,14426.3,14448.3,14413.2,14432.1,0
15-04-2021 13:30,14431.8,14482.1,14424.3,14474,0
15-04-2021 13:45,14473.6,14495.5,14458.2,14472.5,0
15-04-2021 14:00,14472.1,14523.4,14472.1,14515.3,0
15-04-2021 14:15,14514.3,14531.3,14479.8,14499.7,0
15-04-2021 14:30,14499.5,14519.2,14471.8,14496.9,0
15-04-2021 14:45,14497,14537.3,14496.8,14535.2,0
15-04-2021 15:00,14533.3,14588.5,14533.3,14587.9,0
15-04-2021 15:15,14587.7,14597.5,14581.7,14589.4,0
16-04-2021 09:15,14599.6,14640.8,14559,14617.2,0
16-04-2021 09:30,14617,14653,14617,14637.7,0
16-04-2021 09:45,14637.8,14668.9,14637.6,14660.8,0
16-04-2021 10:00,14657.6,14669,14624,14654.2,0
16-04-2021 10:15,14654.4,14672.1,14653.7,14669.8,0
16-04-2021 10:30,14669.5,14689.8,14664.5,14666.5,0
16-04-2021 10:45,14666.5,14679,14650.5,14657.5,0
16-04-2021 11:00,14657,14678,14647.8,14672.2,0
16-04-2021 11:15,14671.2,14688.2,14661.9,14682.3,0
16-04-2021 11:30,14682.3,14685,14659.3,14659.5,0
16-04-2021 11:45,14660,14665,14636.3,14650.8,0
16-04-2021 12:00,14650.9,14652.2,14618.8,14645.3,0
16-04-2021 12:15,14644.7,14645.9,14626.3,14636,0
16-04-2021 12:30,14636,14659.7,14636,14652.5,0
16-04-2021 12:45,14652.7,14676.5,14652.7,14659.6,0
16-04-2021 13:00,14658.8,14675.7,14643.9,14658,0
16-04-2021 13:15,14658.3,14662.5,14636.3,14644.5,0
16-04-2021 13:30,14644.5,14670.2,14638,14658,0
16-04-2021 13:45,14657.8,14667.7,14651.7,14656.7,0
16-04-2021 14:00,14656,14657.4,14631.5,14653.2,0
16-04-2021 14:15,14653.3,14697.7,14648.9,14685,0
16-04-2021 14:30,14684.7,14689.9,14667.5,14675.2,0
16-04-2021 14:45,14675.5,14682.4,14645,14646,0
16-04-2021 15:00,14646.3,14646.3,14614.5,14619,0
16-04-2021 15:15,14618.4,14624.2,14585.4,14590.5,0
19-04-2021 09:15,14306.6,14326.1,14203.2,14264.4,0
19-04-2021 09:30,14265.3,14265.3,14198.8,14206.5,0
19-04-2021 09:45,14203.9,14248.1,14191.4,14247.4,0
19-04-2021 10:00,14247.6,14291,14225.8,14288,0
19-04-2021 10:15,14288.5,14291.2,14246.8,14275.7,0
19-04-2021 10:30,14276.2,14329.6,14270.9,14298,0
19-04-2021 10:45,14297.5,14332,14291.8,14321.8,0
19-04-2021 11:00,14321.6,14322.3,14305.8,14307.9,0
19-04-2021 11:15,14308.2,14309,14271.7,14277.8,0
19-04-2021 11:30,14278,14280,14249.4,14278.5,0
19-04-2021 11:45,14278.2,14287.3,14270.2,14275.7,0
19-04-2021 12:00,14275.4,14296.2,14263.8,14270.7,0
19-04-2021 12:15,14270,14285.4,14266.2,14285.4,0
19-04-2021 12:30,14285,14289.3,14264.5,14276.1,0
19-04-2021 12:45,14276.8,14311.8,14274.8,14305,0
19-04-2021 13:00,14304.8,14318.7,14301.5,14314.9,0
19-04-2021 13:15,14315,14349.7,14309.5,14328.4,0
19-04-2021 13:30,14328,14348.7,14308.7,14323.5,0
19-04-2021 13:45,14322.9,14374,14313.6,14354,0
19-04-2021 14:00,14355,14382.3,14350.2,14354,0
19-04-2021 14:15,14354.5,14359.8,14328.5,14345.3,0
19-04-2021 14:30,14345.1,14358.2,14317.2,14320,0
19-04-2021 14:45,14320,14332.7,14299,14327.3,0
19-04-2021 15:00,14326.8,14368.2,14326.8,14361.9,0
19-04-2021 15:15,14361.2,14370.4,14353.7,14363,0
20-04-2021 09:15,14526.7,14527,14475.8,14504.7,0
20-04-2021 09:30,14506,14507.3,14458.8,14486.8,0
20-04-2021 09:45,14486.8,14493.5,14454.4,14458.5,0
20-04-2021 10:00,14458.1,14464.5,14439.9,14444.3,0
20-04-2021 10:15,14444.9,14463.2,14437,14460,0
20-04-2021 10:30,14460.5,14467.5,14452.3,14461.7,0
20-04-2021 10:45,14462.2,14462.6,14432.2,14448.3,0
20-04-2021 11:00,14449,14451.3,14417.6,14433.3,0
20-04-2021 11:15,14433.7,14434.2,14387,14390.1,0
20-04-2021 11:30,14390.1,14414,14385.8,14413.4,0
20-04-2021 11:45,14412.7,14417.7,14393.5,14400.2,0
20-04-2021 12:00,14400.2,14406.5,14392,14397.2,0
20-04-2021 12:15,14397.2,14401.7,14349.7,14373.8,0
20-04-2021 12:30,14374.1,14382,14349,14352.2,0
20-04-2021 12:45,14352.5,14389.1,14334.3,14362.7,0
20-04-2021 13:00,14362.3,14380.8,14348.8,14377,0
20-04-2021 13:15,14377.2,14393.2,14372.5,14380.3,0
20-04-2021 13:30,14380.2,14387.2,14363.5,14384.8,0
20-04-2021 13:45,14384.2,14388.5,14361.2,14370.7,0
20-04-2021 14:00,14370.9,14384.5,14364,14369.8,0
20-04-2021 14:15,14369.3,14378,14295.8,14311.5,0
20-04-2021 14:30,14310.8,14311.5,14267.6,14284.3,0
20-04-2021 14:45,14284.1,14284.5,14207.3,14227.3,0
20-04-2021 15:00,14226.8,14319.5,14226.8,14315.3,0
20-04-2021 15:15,14315,14320.5,14275,14279.5,0
22-04-2021 09:15,14219.2,14226.5,14151.4,14218.5,0
22-04-2021 09:30,14218.2,14258.8,14198.7,14247.5,0
22-04-2021 09:45,14246.9,14271.3,14233.7,14258.5,0
22-04-2021 10:00,14258,14258.8,14223,14244.7,0
22-04-2021 10:15,14244.4,14272.3,14233.8,14263.3,0
22-04-2021 10:30,14263.5,14289,14261,14267.8,0
22-04-2021 10:45,14267.3,14274.3,14256.8,14256.8,0
22-04-2021 11:00,14257,14257,14233.6,14253.3,0
22-04-2021 11:15,14253.8,14270.5,14249.1,14269,0
22-04-2021 11:30,14270.1,14303.9,14268.6,14302.8,0
22-04-2021 11:45,14303,14330.3,14298.8,14317.2,0
22-04-2021 12:00,14317.1,14324,14286.5,14322.7,0
22-04-2021 12:15,14322.5,14332.7,14302.8,14309.5,0
22-04-2021 12:30,14308.6,14320.5,14290.8,14306.3,0
22-04-2021 12:45,14306,14348.8,14306,14341.2,0
22-04-2021 13:00,14341.8,14370.5,14341.6,14344.9,0
22-04-2021 13:15,14345.3,14372,14339.8,14339.8,0
22-04-2021 13:30,14340.5,14362.5,14319.8,14362.5,0
22-04-2021 13:45,14362.7,14391.5,14359.2,14369.5,0
22-04-2021 14:00,14369.3,14404.3,14369.3,14399.3,0
22-04-2021 14:15,14399.4,14405.6,14353.6,14372.2,0
22-04-2021 14:30,14371.5,14416.2,14365.4,14401.3,0
22-04-2021 14:45,14401.8,14424.8,14390.8,14394.7,0
22-04-2021 15:00,14394,14424.3,14394,14406.9,0
22-04-2021 15:15,14406.3,14412.5,14395.6,14398.7,0
23-04-2021 09:15,14326.3,14402,14319,14343.5,0
23-04-2021 09:30,14342.5,14353.3,14326.3,14351,0
23-04-2021 09:45,14350.2,14369.8,14332.2,14369.8,0
23-04-2021 10:00,14369.2,14398,14359.8,14392.2,0
23-04-2021 10:15,14392.9,14418.4,14380.8,14417,0
23-04-2021 10:30,14417.7,14425.7,14393.2,14401.4,0
23-04-2021 10:45,14400.9,14418,14386.2,14400.6,0
23-04-2021 11:00,14400.5,14451.7,14400.5,14450,0
23-04-2021 11:15,14449.2,14461.2,14442.8,14446.3,0
23-04-2021 11:30,14446.3,14456.5,14424.5,14436.6,0
23-04-2021 11:45,14436.4,14440.6,14414.8,14419.5,0
23-04-2021 12:00,14421,14439.5,14420.3,14429.2,0
23-04-2021 12:15,14429,14429.5,14372.5,14391.3,0
23-04-2021 12:30,14391.5,14417.8,14380.9,14413.6,0
23-04-2021 12:45,14416.1,14424.5,14381.5,14385.1,0
23-04-2021 13:00,14385,14410.2,14384.8,14397,0
23-04-2021 13:15,14396.7,14425.8,14393,14422.2,0
23-04-2021 13:30,14421.7,14422.4,14348.3,14367,0
23-04-2021 13:45,14367,14389.5,14348.2,14379.6,0
23-04-2021 14:00,14379.2,14390.8,14351.3,14351.5,0
23-04-2021 14:15,14351,14379,14312.3,14313.2,0
23-04-2021 14:30,14313.7,14325.5,14273.8,14282.2,0
23-04-2021 14:45,14281,14324.1,14273.3,14301.8,0
23-04-2021 15:00,14302.6,14359,14302.6,14341.3,0
23-04-2021 15:15,14341.2,14351.5,14327.3,14331.2,0
26-04-2021 09:15,14449.5,14505.3,14421.3,14488.5,0
26-04-2021 09:30,14489.2,14536,14489.2,14512.8,0
26-04-2021 09:45,14512.2,14550.3,14501.2,14544.8,0
26-04-2021 10:00,14543.7,14557.5,14522.5,14523.2,0
26-04-2021 10:15,14522.9,14536.5,14517.8,14532.5,0
26-04-2021 10:30,14532.2,14538,14512.3,14521.5,0
26-04-2021 10:45,14521.3,14527.1,14502.3,14511.5,0
26-04-2021 11:00,14511.2,14542,14511,14537.6,0
26-04-2021 11:15,14537.7,14541,14518,14518.3,0
26-04-2021 11:30,14518.7,14527.4,14505.8,14519.4,0
26-04-2021 11:45,14519.7,14524.5,14502.7,14513.4,0
26-04-2021 12:00,14514.1,14525.8,14508.8,14515.8,0
26-04-2021 12:15,14515.4,14524.7,14482.2,14492.5,0
26-04-2021 12:30,14492,14504.2,14478.2,14502.8,0
26-04-2021 12:45,14503.2,14515.5,14494.8,14511.8,0
26-04-2021 13:00,14511,14522,14492.4,14498.8,0
26-04-2021 13:15,14498.2,14502,14480.2,14495.2,0
26-04-2021 13:30,14495.3,14496.9,14463.3,14469.9,0
26-04-2021 13:45,14470,14514.8,14464.6,14495.8,0
26-04-2021 14:00,14496.2,14511.8,14480.2,14486.5,0
26-04-2021 14:15,14486.5,14487.8,14451.5,14465.2,0
26-04-2021 14:30,14464.5,14479.8,14455.2,14470.5,0
26-04-2021 14:45,14471.7,14490.6,14461.7,14464,0
26-04-2021 15:00,14463.7,14489.5,14463.7,14480.1,0
26-04-2021 15:15,14480,14494.5,14479.2,14489,0
27-04-2021 09:15,14493.8,14554.2,14484.8,14519.7,0
27-04-2021 09:30,14520,14550.5,14514,14550.4,0
27-04-2021 09:45,14550,14577.2,14543.5,14567.3,0
27-04-2021 10:00,14567.1,14583.8,14558.3,14566.8,0
27-04-2021 10:15,14566.5,14569.9,14545.8,14563.1,0
27-04-2021 10:30,14563.2,14568.3,14554.4,14566.3,0
27-04-2021 10:45,14567.1,14580.8,14561.6,14580.5,0
27-04-2021 11:00,14580.5,14593.4,14571.2,14587,0
27-04-2021 11:15,14587.4,14589.8,14571.3,14579.1,0
27-04-2021 11:30,14579.3,14594.3,14575.7,14590.7,0
27-04-2021 11:45,14590,14614.5,14587.9,14613.7,0
27-04-2021 12:00,14612.6,14626.3,14607.3,14625.4,0
27-04-2021 12:15,14624.8,14630.2,14605.2,14609.8,0
27-04-2021 12:30,14610,14615.3,14598,14609.5,0
27-04-2021 12:45,14608.8,14617.6,14590.2,14594.2,0
27-04-2021 13:00,14594.2,14611.5,14592.8,14599.5,0
27-04-2021 13:15,14598.5,14608.9,14589.1,14592.6,0
27-04-2021 13:30,14592.3,14599.8,14588.3,14596.2,0
27-04-2021 13:45,14596,14627.8,14596,14623.3,0
27-04-2021 14:00,14622.9,14640.4,14620.3,14632.3,0
27-04-2021 14:15,14632.5,14645.4,14624.7,14645,0
27-04-2021 14:30,14644.5,14659.5,14640.2,14651,0
27-04-2021 14:45,14651.5,14653.7,14634.4,14635.3,0
27-04-2021 15:00,14635.8,14655.7,14633.2,14653.3,0
27-04-2021 15:15,14654.3,14667.5,14651.7,14657.3,0
28-04-2021 09:15,14710.5,14757.5,14695,14757.3,0
28-04-2021 09:30,14757.5,14760.2,14733,14746.5,0
28-04-2021 09:45,14745.9,14764.4,14742,14743.8,0
28-04-2021 10:00,14743.3,14764.9,14743.3,14755.2,0
28-04-2021 10:15,14755,14762.1,14735.4,14739.6,0
28-04-2021 10:30,14739.5,14772.4,14736.8,14772.2,0
28-04-2021 10:45,14772.5,14779.7,14769.2,14775.5,0
28-04-2021 11:00,14774.2,14786.2,14771.4,14776.5,0
28-04-2021 11:15,14776,14787.3,14773.2,14774,0
28-04-2021 11:30,14774.8,14781.6,14770,14779.8,0
28-04-2021 11:45,14780.2,14791.7,14779.1,14788.9,0
28-04-2021 12:00,14789.2,14802.2,14779.3,14799.3,0
28-04-2021 12:15,14799.6,14826.8,14790.2,14823.8,0
28-04-2021 12:30,14824.2,14837,14815.4,14832.2,0
28-04-2021 12:45,14831.8,14852.5,14828.1,14849.5,0
28-04-2021 13:00,14849.5,14867.2,14837.8,14865.2,0
28-04-2021 13:15,14866.5,14872.5,14843.8,14855.6,0
28-04-2021 13:30,14855.2,14864.2,14849,14851,0
28-04-2021 13:45,14851.5,14877.2,14837.8,14876.3,0
28-04-2021 14:00,14875.7,14878.2,14860.3,14872.3,0
28-04-2021 14:15,14872,14890.2,14868.5,14877.5,0
28-04-2021 14:30,14879.8,14882,14866.1,14871.2,0
28-04-2021 14:45,14872.2,14878.7,14860.1,14869.7,0
28-04-2021 15:00,14869.8,14881.2,14861.5,14864.8,0
28-04-2021 15:15,14865,14866,14847.3,14850.3,0
29-04-2021 09:15,14979,15044.3,14961.6,15013.6,0
29-04-2021 09:30,15013.2,15031.1,15009.4,15009.4,0
29-04-2021 09:45,15010.2,15018.7,14903.2,14920.4,0
29-04-2021 10:00,14921.7,14949.2,14896,14923,0
29-04-2021 10:15,14923.4,14931,14900.5,14911,0
29-04-2021 10:30,14911.2,14920.5,14858,14869.4,0
29-04-2021 10:45,14869.1,14872.3,14814.5,14838.8,0
29-04-2021 11:00,14837.9,14847.2,14820.3,14842.8,0
29-04-2021 11:15,14841.6,14919.8,14836.6,14889.2,0
29-04-2021 11:30,14888.8,14896.5,14862.5,14885.2,0
29-04-2021 11:45,14885.7,14914.3,14873,14876.5,0
29-04-2021 12:00,14876.8,14906.3,14870,14904.1,0
29-04-2021 12:15,14904.3,14910.1,14886.8,14905.5,0
29-04-2021 12:30,14906.2,14910.8,14894,14901.5,0
