datetime,open,high,low,close,volume
01-04-2021 09:15,14798.4,14814.7,14778.2,14789.3,0
01-04-2021 09:30,14789.9,14795.3,14760.8,14775,0
01-04-2021 09:45,14774.2,14788.3,14763.7,14779.3,0
01-04-2021 10:00,14778.8,14787.8,14765.2,14766.6,0
01-04-2021 10:15,14765.9,14782.8,14756,14757.5,0
01-04-2021 10:30,14757.3,14761.7,14738.9,14742.7,0
01-04-2021 10:45,14743.1,14743.3,14696.4,14712.8,0
01-04-2021 11:00,14713.8,14727.8,14692.5,14727.6,0
01-04-2021 11:15,14727.8,14731.5,14705.4,14714,0
01-04-2021 11:30,14713.8,14723.5,14711,14719.5,0
01-04-2021 11:45,14719.6,14747.1,14715.9,14734.7,0
01-04-2021 12:00,14734.7,14760.4,14730.3,14753.4,0
01-04-2021 12:15,14753.6,14757.5,14729.3,14743,0
01-04-2021 12:30,14743,14750.3,14736.5,14745.7,0
01-04-2021 12:45,14746,14766.1,14727.5,14761.1,0
01-04-2021 13:00,14761.3,14791.8,14752.8,14790,0
01-04-2021 13:15,14791.7,14833.8,14791.7,14820.4,0
01-04-2021 13:30,14819.7,14828.5,14804.2,14815.2,0
01-04-2021 13:45,14815.5,14822.5,14799.1,14807.9,0
01-04-2021 14:00,14808.6,14842.8,14808.3,14842,0
01-04-2021 14:15,14842.8,14862.3,14840.2,14849.2,0
01-04-2021 14:30,14848.9,14867.4,14841.8,14847.7,0
01-04-2021 14:45,14847.8,14864.8,14841.7,14846,0
01-04-2021 15:00,14845.5,14878.5,14842,14875.3,0
01-04-2021 15:15,14875.5,14883.2,14855.8,14866,0
05-04-2021 09:15,14837.7,14849.8,14736.6,14778.8,0
05-04-2021 09:30,14778.4,14785.2,14751.1,14779,0
05-04-2021 09:45,14777.8,14779.4,14666.7,14667.3,0
05-04-2021 10:00,14666,14666,14559.5,14575.8,0
05-04-2021 10:15,14574.5,14575.2,14479.3,14561,0
05-04-2021 10:30,14560.8,14560.8,14513,14534.1,0
05-04-2021 10:45,14534.8,14551.9,14522,14538,0
05-04-2021 11:00,14538,14539.7,14459.5,14474,0
05-04-2021 11:15,14473.3,14509.3,14461.3,14492.5,0
05-04-2021 11:30,14492,14536.5,14462.5,14526.6,0
05-04-2021 11:45,14527,14540.1,14504.2,14517.5,0
05-04-2021 12:00,14518.7,14542.5,14512.7,14537.2,0
05-04-2021 12:15,14537.5,14562.7,14527.6,14559.2,0
05-04-2021 12:30,14560,14592,14554.2,14589.5,0
05-04-2021 12:45,14589.5,14592.8,14560.7,14580.8,0
05-04-2021 13:00,14580.8,14583.5,14541,14574.5,0
05-04-2021 13:15,14574.7,14618.8,14569.4,14600.8,0
05-04-2021 13:30,14601,14642,14590.5,14628.6,0
05-04-2021 13:45,14628.6,14645.7,14620.5,14622.1,0
05-04-2021 14:00,14617.8,14647,14601.8,14647,0
05-04-2021 14:15,14647,14661.3,14631,14661.3,0
05-04-2021 14:30,14661.5,14681,14648.8,14654.2,0
05-04-2021 14:45,14654.5,14666.3,14632.9,14654.8,0
05-04-2021 15:00,14654.3,14658.9,14622.5,14632.3,0
05-04-2021 15:15,14632.3,14653.2,14626.8,14649,0
06-04-2021 09:15,14737,14738.2,14573.9,14701.8,0
06-04-2021 09:30,14703.2,14757.8,14700.8,14729.8,0
06-04-2021 09:45,14729.5,14744,14707.8,14723.3,0
06-04-2021 10:00,14722.9,14736.2,14699.7,14722,0
06-04-2021 10:15,14722,14722,14671.2,14700.5,0
06-04-2021 10:30,14700.2,14738.5,14691,14735.8,0
06-04-2021 10:45,14735.5,14742.5,14724.3,14732.8,0
06-04-2021 11:00,14732.5,14765.2,14724.5,14751.7,0
06-04-2021 11:15,14751.5,14779.1,14751.5,14756.5,0
06-04-2021 11:30,14756.5,14760.2,14730.7,14732.6,0
06-04-2021 11:45,14732.2,14737.5,14706.8,14723,0
06-04-2021 12:00,14723.1,14726.2,14711.2,14722.9,0
06-04-2021 12:15,14722.7,14736.8,14696.9,14705,0
06-04-2021 12:30,14705.3,14715.5,14633.3,14633.3,0
06-04-2021 12:45,14633,14674,14609.8,14663.5,0
06-04-2021 13:00,14664.5,14699.5,14649.7,14692.7,0
06-04-2021 13:15,14691.4,14696.8,14650.8,14652.3,0
06-04-2021 13:30,14651.3,14676.4,14632.8,14639.5,0
06-04-2021 13:45,14638.8,14666.7,14627.4,14638.1,0
06-04-2021 14:00,14638,14664.2,14637.5,14654.3,0
06-04-2021 14:15,14654,14673.2,14642.5,14660.5,0
06-04-2021 14:30,14661.1,14664,14641.3,14650.2,0
06-04-2021 14:45,14650.3,14672.8,14644.2,14653.9,0
06-04-2021 15:00,14654.3,14681,14653.4,14680.8,0
06-04-2021 15:15,14680.8,14703.5,14680.8,14700.8,0
07-04-2021 09:15,14716.5,14754,14649.8,14748.6,0
07-04-2021 09:30,14748.5,14775.1,14735,14772.5,0
07-04-2021 09:45,14772.2,14783.9,14758.7,14771.8,0
07-04-2021 10:00,14771.2,14809.7,14758.5,14787,0
07-04-2021 10:15,14786.4,14791.7,14748,14786.2,0
07-04-2021 10:30,14785.8,14794.9,14766,14768.3,0
07-04-2021 10:45,14768.5,14833.8,14760.5,14832.3,0
07-04-2021 11:00,14831.3,14861.4,14831.1,14855.8,0
07-04-2021 11:15,14856.7,14867.5,14835,14852.3,0
07-04-2021 11:30,14852,14862.2,14842,14851.3,0
07-04-2021 11:45,14851.1,14851.8,14820.2,14828,0
07-04-2021 12:00,14827.7,14862.8,14819.9,14858.5,0
07-04-2021 12:15,14858.2,14858.5,14837.8,14843.7,0
07-04-2021 12:30,14843.6,14853.4,14837,14844.3,0
07-04-2021 12:45,14844.5,14868.2,14831.7,14852.9,0
07-04-2021 13:00,14853.2,14879.8,14850.2,14872.1,0
07-04-2021 13:15,14872.3,14872.7,14801.2,14815.9,0
07-04-2021 13:30,14816,14829.8,14776.2,14778.5,0
07-04-2021 13:45,14778.5,14838.5,14778.5,14837.6,0
07-04-2021 14:00,14836.6,14845.8,14827.1,14834.2,0
07-04-2021 14:15,14834.1,14844.3,14823,14835.1,0
07-04-2021 14:30,14834.9,14856.4,14826.4,14826.4,0
07-04-2021 14:45,14827,14827.2,14808.1,14808.2,0
07-04-2021 15:00,14807.5,14835.5,14805.3,14818.5,0
07-04-2021 15:15,14818.3,14823.7,14804.5,14808.8,0
08-04-2021 09:15,14875.7,14939.2,14864.5,14929,0
08-04-2021 09:30,14931,14937.7,14920,14937.4,0
08-04-2021 09:45,14937.5,14938.3,14905,14930.3,0
08-04-2021 10:00,14930.7,14949.6,14930.1,14943,0
08-04-2021 10:15,14941.2,14945.1,14931.9,14943.8,0
08-04-2021 10:30,14943.1,14959.2,14942.7,14946.9,0
08-04-2021 10:45,14946.4,14953.7,14939.7,14952,0
08-04-2021 11:00,14952.2,14959.9,14940.5,14940.5,0
08-04-2021 11:15,14940,14955,14933.7,14943,0
08-04-2021 11:30,14942.8,14952.6,14913.8,14914.8,0
08-04-2021 11:45,14914.5,14928.2,14901.9,14922.1,0
08-04-2021 12:00,14922.1,14923,14887.7,14888.2,0
08-04-2021 12:15,14889,14927.8,14885.2,14922.6,0
08-04-2021 12:30,14923.2,14944.1,14923.2,14944,0
08-04-2021 12:45,14943,14951.8,14930.5,14934.5,0
08-04-2021 13:00,14934,14940.9,14918.4,14932.6,0
08-04-2021 13:15,14932.2,14968.9,14931.2,14956.8,0
08-04-2021 13:30,14957,14984.2,14951.3,14973.7,0
08-04-2021 13:45,14973.9,14974.6,14946.7,14947.7,0
08-04-2021 14:00,14948.5,14961.8,14934,14946.2,0
08-04-2021 14:15,14945.5,14946.3,14920.2,14920.2,0
08-04-2021 14:30,14919.3,14919.3,14853.5,14892.4,0
08-04-2021 14:45,14892.4,14892.4,14841.5,14841.9,0
08-04-2021 15:00,14840.3,14896.2,14821.1,14866.7,0
08-04-2021 15:15,14866.7,14884.8,14865.8,14877.5,0
09-04-2021 09:15,14882.7,14884.2,14806.3,14848.9,0
09-04-2021 09:30,14849.5,14891.5,14838.3,14879.8,0
09-04-2021 09:45,14880.6,14895.5,14841.3,14867.2,0
09-04-2021 10:00,14867.8,14918.5,14864.7,14905.7,0
09-04-2021 10:15,14906.2,14913,14882.8,14887.5,0
09-04-2021 10:30,14886.8,14901.9,14875.6,14875.6,0
09-04-2021 10:45,14875.7,14884.5,14860.6,14868.6,0
09-04-2021 11:00,14868.5,14878.3,14836,14846.3,0
09-04-2021 11:15,14845.9,14864.8,14832.6,14846.8,0
09-04-2021 11:30,14847.7,14866.2,14836.2,14864.3,0
09-04-2021 11:45,14865.2,14877.3,14850,14875.3,0
09-04-2021 12:00,14876.2,14876.2,14848.3,14853.2,0
09-04-2021 12:15,14853.2,14882.8,14852.4,14872.8,0
09-04-2021 12:30,14872.9,14884.5,14865.9,14875,0
09-04-2021 12:45,14875,14890.3,14854.5,14867.8,0
09-04-2021 13:00,14867.5,14875.8,14849.4,14861.8,0
09-04-2021 13:15,14861.9,14874,14855.6,14866,0
09-04-2021 13:30,14865.8,14869.2,14814.4,14817,0
09-04-2021 13:45,14816.2,14822.8,14785.7,14807.8,0
09-04-2021 14:00,14807.7,14830.3,14791.7,14822.1,0
09-04-2021 14:15,14822.6,14866,14821.5,14852.5,0
09-04-2021 14:30,14852.7,14853,14826.5,14844.9,0
09-04-2021 14:45,14845.3,14858.4,14835.8,14848,0
09-04-2021 15:00,14848.5,14850.8,14820.4,14832.8,0
09-04-2021 15:15,14832.8,14844.8,14830.3,14838,0
12-04-2021 09:15,14644.7,14652.5,14452.5,14454.8,0
12-04-2021 09:30,14455.7,14492,14384.4,14488,0
12-04-2021 09:45,14489.3,14511.2,14464.5,14503.8,0
12-04-2021 10:00,14503.3,14506.5,14454.8,14454.8,0
12-04-2021 10:15,14454,14454,14424.6,14436.7,0
12-04-2021 10:30,14437.1,14441.2,14385.8,14412.5,0
12-04-2021 10:45,14413.3,14467.8,14413.3,14467.8,0
12-04-2021 11:00,14469.5,14471.4,14422.6,14426.6,0
12-04-2021 11:15,14427,14435,14397.8,14398,0
12-04-2021 11:30,14397.8,14407.7,14356.4,14373,0
12-04-2021 11:45,14373,14387.5,14336.8,14343.6,0
12-04-2021 12:00,14343.7,14343.7,14283.5,14322,0
12-04-2021 12:15,14322.2,14347.8,14301.6,14342,0
12-04-2021 12:30,14342.5,14361.7,14310.5,14357,0
12-04-2021 12:45,14357.5,14366.1,14313,14316.7,0
12-04-2021 13:00,14317.3,14346,14308.4,14319.7,0
12-04-2021 13:15,14320.2,14331.2,14284.2,14322.3,0
12-04-2021 13:30,14322.7,14339.8,14308.5,14311.9,0
12-04-2021 13:45,14311.8,14322.9,14302.4,14316,0
12-04-2021 14:00,14316.2,14342.2,14311,14317.5,0
12-04-2021 14:15,14317.7,14344.9,14317,14337.7,0
12-04-2021 14:30,14337.8,14342.2,14270.5,14286.2,0
12-04-2021 14:45,14286.3,14299.2,14248.7,14260.2,0
12-04-2021 15:00,14260,14308.9,14260,14301.6,0
12-04-2021 15:15,14301.3,14352.2,14301.3,14349.6,0
13-04-2021 09:15,14364.9,14392,14274.9,14374.9,0
13-04-2021 09:30,14375.6,14393.8,14355,14375,0
13-04-2021 09:45,14375.8,14425.2,14370.7,14417.2,0
13-04-2021 10:00,14419.4,14449,14416.8,14442.2,0
13-04-2021 10:15,14442.8,14447.5,14401.1,14405.3,0
13-04-2021 10:30,14405.7,14406.2,14374.4,14383.8,0
13-04-2021 10:45,14382.3,14391.5,14351.4,14364.8,0
13-04-2021 11:00,14365,14383.5,14355.1,14355.1,0
13-04-2021 11:15,14355.4,14360.4,14325,14344.3,0
13-04-2021 11:30,14343.5,14344.2,14296.5,14323.4,0
13-04-2021 11:45,14322,14345,14315.7,14333.8,0
13-04-2021 12:00,14333.5,14339.3,14304.3,14323.7,0
13-04-2021 12:15,14324.2,14343.3,14315.7,14336.3,0
13-04-2021 12:30,14336.7,14384.5,14335.8,14382.2,0
13-04-2021 12:45,14379.9,14405.2,14368.7,14384.6,0
13-04-2021 13:00,14384.9,14385.8,14322,14331.4,0
13-04-2021 13:15,14331.3,14351.7,14323.2,14323.2,0
13-04-2021 13:30,14322.3,14384.8,14316,14361,0
13-04-2021 13:45,14361.2,14430.1,14359.8,14425.7,0
13-04-2021 14:00,14426.6,14476.2,14411,14463.8,0
13-04-2021 14:15,14464,14481.3,14448.6,14463.9,0
13-04-2021 14:30,14465.3,14507,14462.3,14494.5,0
